industry,location,position,skillset,interviewtype,gender,candidatelocation,joblocation,interviewvenue,candidatenativelocation,permission,nomeetings,follow,alternativenumber,printout,clearvenue,callletter,expected attendance,observed attendance,marital status
pharmaceuticals,hyderabad,niche,licensing – ra,scheduled walkin,male,hyderabad,chennai,hyderabad,hyderabad,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,hyderabad,niche,generic drugs – ra,scheduled walkin,female,hyderabad,chennai,hyderabad,hyderabad,yes,yes,yes,no,yes,yes,yes,uncertain,no,single
pharmaceuticals,hyderabad,niche,biosimilars,scheduled walkin,male,hyderabad,chennai,hyderabad,hyderabad,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,bangalore,routine,regulatory,scheduled walkin,male,bangalore,chennai,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,routine,regulatory,scheduled walkin,male,bangalore,visakapatinam,hyderabad,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,hyderabad,routine,regulatory,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,hyderabad,yes,yes,no dont,yes,yes,yes,no,uncertain,yes,married
pharmaceuticals,bangalore,routine,regulatory,scheduled walkin,female,bangalore,visakapatinam,hyderabad,ahmedabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,hyderabad,routine,regulatory,scheduled walkin,female,hyderabad,visakapatinam,hyderabad,ahmedabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,hyderabad,routine,regulatory,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,hyderabad,yes,yes,yes,yes,no,yes,yes,uncertain,yes,single
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,visakapatinam,yes,yes,no,yes,no,yes,yes,uncertain,no,married
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,hyderabad,na,na,na,na,na,na,na,uncertain,yes,single
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,female,hyderabad,visakapatinam,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,hyderabad,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,hyderabad,na,na,na,na,na,na,na,uncertain,yes,married
pharmaceuticals,chennai,routine,analytical r&d,scheduled walkin,male,chennai,visakapatinam,hyderabad,kurnool,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,bangalore,routine,analytical r&d,scheduled walkin,male,bangalore,visakapatinam,hyderabad,vijayawada,yes,no,yes,yes,yes,yes,no,uncertain,no,single
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,hyderabad,na,na,na,na,na,na,na,uncertain,yes,married
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,female,hyderabad,visakapatinam,hyderabad,vijayawada,yes,yes,yes,no,yes,yes,yes,uncertain,yes,single
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,vijayawada,yes,yes,yes,yes,yes,yes,yes,yes,no,married
pharmaceuticals,hyderabad,routine,analytical r & d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,hyderabad,routine,analytical r&d,scheduled walkin,male,hyderabad,visakapatinam,hyderabad,vijayawada,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,no,no,yes,yes,no,no,not sure,no,no,married
pharmaceuticals,chennai,niche,tech lead-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,tech lead-mednet,scheduled walkin,male,chennai,chennai,chennai,trichy,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,tech lead-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,vellore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,no,no,yes,no,yes,no,no,no,no,married
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,tech lead-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
pharmaceuticals,chennai,niche,tech lead-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
pharmaceuticals,chennai,niche,tech lead-mednet,scheduled walkin,male,chennai,chennai,chennai,salem,no,not sure,yes,yes,yes,yes,yes,no,no,married
pharmaceuticals,chennai,niche,tech lead-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,no,no,yes,yes,yes,yes,yes,no,no,married
pharmaceuticals,chennai,niche,tech lead-mednet,scheduled walkin,female,chennai,chennai,chennai,chennai,no,yes,yes,yes,yes,yes,yes,no,no,single
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,trichy,no,yes,yes,yes,yes,yes,yes,no,no,married
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,female,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,chennai,niche,tech lead- mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,no,yes,yes,yes,yes,yes,yes,no,no,married
pharmaceuticals,chennai,niche,technical lead,scheduled walkin,male,chennai,chennai,chennai,chennai,no,yes,yes,yes,yes,yes,yes,no,no,single
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,no,yes,yes,yes,yes,yes,yes,no,no,single
pharmaceuticals,chennai,niche,senior software engineer-mednet,scheduled walkin,male,chennai,chennai,chennai,chennai,no,yes,yes,yes,yes,yes,yes,no,no,married
bfsi,chennai,routine,sr automation testing,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,tl,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,sr automation testing,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,sr automation testing,scheduled walkin,male,chennai,chennai,chennai,vellore,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,tl,scheduled walkin,male,chennai,chennai,chennai,pondicherry,yes,yes,yes,yes,no,yes,yes,uncertain,yes,single
bfsi,chennai,routine,sr automation testing,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,sr automation testing,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,sr automation testing,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,sr automation testing,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,sr automation testing,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,sr automation testing,scheduled walkin,female,chennai,chennai,chennai,ahmedabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,sr automation testing,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,sr automation testing,scheduled walkin,female,chennai,chennai,chennai,pondicherry,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,tl,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,sr automation testing,scheduled walkin,female,chennai,chennai,chennai,kolkata,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,sr automation testing,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,senior analyst,scheduled walkin,male,chennai,chennai,chennai,kolkata,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,senior analyst,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,no,uncertain,no,single
bfsi,chennai,routine,senior analyst,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,senior analyst,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,senior analyst,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,no,yes,yes,yes,yes,uncertain,yes,single
pharmaceuticals,bangalore,routine,production,scheduled walkin,male,bangalore,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,bangalore,routine,production,scheduled walkin,male,bangalore,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,routine,production,scheduled walkin,male,bangalore,chennai,chennai,pune,no,yes,yes,yes,yes,yes,yes,uncertain,no,married
pharmaceuticals,bangalore,routine,production,scheduled walkin,male,bangalore,chennai,chennai,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,routine,production,scheduled walkin,male,bangalore,chennai,chennai,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,routine,production,scheduled walkin,male,bangalore,chennai,chennai,mumbai,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,bangalore,routine,production,scheduled walkin,male,bangalore,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,routine,production,scheduled walkin,male,bangalore,chennai,chennai,hyderabad,na,na,na,na,na,na,na,uncertain,yes,single
pharmaceuticals,bangalore,niche,regulatory,scheduled walkin,male,bangalore,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,bangalore,niche,regulatory,scheduled walkin,male,bangalore,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
pharmaceuticals,hyderabad,niche,regulatory,scheduled walkin,male,hyderabad,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
pharmaceuticals,bangalore,routine,regulatory,scheduled walkin,female,bangalore,chennai,chennai,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,hyderabad,routine,regulatory,scheduled walkin,female,hyderabad,chennai,chennai,ahmedabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,hyderabad,routine,regulatory,scheduled walkin,male,hyderabad,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,kolkata,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,cuttack,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,pune,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,cuttack,na,na,na,na,na,na,na,uncertain,no,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,core java,scheduled walkin,male,bangalore,bangalore,bangalore,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,bangalore,routine,core java,scheduled walkin,female,bangalore,bangalore,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,yes,single
it products and services,gurgaonr,routine,java j2ee,scheduled walkin,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
it products and services,gurgaon,routine,java j2ee,scheduled walkin,male,gurgaon,gurgaon,gurgaon,gurgaon,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,vellore,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,married
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,pondicherry,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,vellore,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,vellore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,hyderabad,no,na,na,na,na,na,na,no,no,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,nagercoil,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chitoor,yes,cant say,yes,yes,yes,yes,yes,uncertain,no,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chitoor,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,pondicherry,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,pondicherry,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,oracle plsql,scheduled walkin,female,chennai,chennai,chennai,cochin,no,na,na,na,na,na,na,no,no,married
it products and services,gurgaon,routine,"java,sql",scheduled walkin,female,gurgaon,gurgaon,gurgaon,gurgaon,na,na,na,na,na,na,na,uncertain,yes,single
it products and services,gurgaon,routine,"java,sql",scheduled walkin,female,gurgaon,gurgaon,gurgaon,agra,yes,yes,yes,yes,yes,yes,no,uncertain,no ,single
it products and services,delhi,routine,"java,sql",scheduled walkin,male,delhi,gurgaon,gurgaon,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,automation testing java,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,no,uncertain,yes,single
bfsi,chennai,routine,automation testing java,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,single
bfsi,chennai,routine,automation testing java,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,automation testing java,scheduled walkin,male,chennai,chennai,chennai,hyderabad,na,na,na,na,na,na,na,uncertain,no,married
bfsi,chennai,routine,automation testing java,scheduled walkin,male,chennai,chennai,chennai,pune,no,na,na,na,na,na,na,no,no,married
bfsi,chennai,routine,automation testing java,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,automation testing java,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,bangalore,niche,submission management,scheduled walkin,male,bangalore,chennai,bangalore,bangalore,no,na,na,na,na,na,na,no,no,single
pharmaceuticals,bangalore,routine,submission management,scheduled walkin,male,bangalore,chennai,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,bangalore,niche,biosimillar,scheduled walkin,male,bangalore,chennai,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,no,single
pharmaceuticals,bangalore,niche,biosimillar,scheduled walkin,male,bangalore,chennai,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,niche,biosimillar,scheduled walkin,male,bangalore,chennai,bangalore,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,niche,publishing,scheduled walkin,male,bangalore,chennai,bangalore,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,niche,publishing,scheduled walkin,male,bangalore,chennai,bangalore,mumbai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,niche,publishing,scheduled walkin,male,bangalore,chennai,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,yes,single
pharmaceuticals,bangalore,niche,publishing,scheduled walkin,male,bangalore,chennai,bangalore,cuttack,na,na,na,na,na,na,na,uncertain,yes,single
pharmaceuticals,bangalore,niche,publishing,scheduled walkin,male,bangalore,chennai,bangalore,cuttack,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,niche,publishing,scheduled walkin,male,bangalore,chennai,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,bangalore,niche,publishing,scheduled walkin,male,bangalore,chennai,bangalore,pune,na,na,na,na,na,na,na,uncertain,yes,single
pharmaceuticals,bangalore,niche,publishing,scheduled walkin,male,bangalore,chennai,bangalore,visakapatinam,na,na,na,na,na,na,na,uncertain,no,single
pharmaceuticals,bangalore,niche,publishing,scheduled walkin,male,bangalore,chennai,bangalore,kolkata,no,na,na,na,na,na,na,no,no,married
pharmaceuticals,bangalore,niche,global labelling,scheduled walkin,male,bangalore,chennai,bangalore,bhubaneshwar,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,bangalore,niche,global labelling,scheduled walkin,male,bangalore,chennai,bangalore,ghaziabad,na,na,na,na,na,na,na,uncertain,yes,married
pharmaceuticals,bangalore,niche,global labelling,scheduled walkin,male,bangalore,chennai,bangalore,baddi,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,bangalore,niche,global labelling,scheduled walkin,male,bangalore,chennai,bangalore,hyderabad,na,na,na,na,na,na,na,uncertain,yes,single
pharmaceuticals,bangalore,niche,global labelling,scheduled walkin,male,bangalore,chennai,bangalore,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,bangalore,niche,global labelling,scheduled walkin,male,bangalore,chennai,bangalore,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
pharmaceuticals,chennai,niche,als testing,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,als testing,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,als testing,scheduled walkin,female,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,no,married
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,chennai,no,na,na,na,na,na,na,no,no,single
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,hosur,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,trichy,na,na,na,na,na,na,na,uncertain,no,single
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,hosur,na,na,na,na,na,na,na,uncertain,yes,single
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,nagercoil,na,na,na,na,na,na,na,uncertain,no,single
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,trichy,no,na,na,na,na,na,na,no,no,married
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,tuticorin,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
pharmaceuticals,chennai,niche,als testing,scheduled walkin,female,chennai,chennai,chennai,coimbatore,na,na,na,na,na,na,na,uncertain,yes,married
pharmaceuticals,chennai,niche,als testing,scheduled walkin,male,chennai,chennai,chennai,chennai,na,na,na,na,na,na,na,uncertain,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chitoor,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,tirupati,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
bfsi,chennai,routine,accounting operations,scheduled walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
bfsi,chennai,routine,accounting operations,scheduled walkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
